id,time,Euler1,Euler2,Euler2,Quat1,Quat2,Quat3,Quat4,Gyro1,Gyro1,Gyro1
164,17:07:40,128.188, -13.5, -170.375,0.0217285, -0.890076, -0.432495, 0.142395,-0.0233333, -0.0266667, -0.0666667
165,17:08:40,127.312, -11.6875, -169.812,0.0327759, -0.888123, -0.439514, 0.130493,0.0588889, -0.115556, -0.0111111
166,17:09:40,125.312, -6.75, -164.687,0.0900879, -0.87915, -0.453857, 0.113892,-0.0344444, -0.0288889, 0.127778
167,17:10:40,121.75, -4.8125, -164.812,0.0941162, -0.865356, -0.481689, 0.101257,0.00555556, -0.0333333, -0.1
168,17:11:40,120.187, -1.5, -161.125,0.135071, -0.855164, -0.491577, 0.093689,0.00555556, -0.0533333, -0.00222222
169,17:12:40,120.187, -2.875, -161.062,0.129639, -0.854919, -0.491455, 0.103943,0.0966667, 0.0, 0.232222
170,17:13:40,122.062, 0.0, -159.312,0.156921, -0.860962, -0.476135, 0.0862427,-0.0611111, 0.0488889, 0.0133333
171,17:14:40,123.625, 5.875, -157.813,0.193054, -0.864197, -0.462646, 0.0439453,-0.0611111, 0.0377778, 0.0288889
172,17:15:40,122.625, 7.8125, -156.125,0.213623, -0.856384, -0.468628, 0.0367432,-0.0211111, -0.0844444, -0.00444444
173,17:16:40,120.687, 8.625, -152.437,0.244202, -0.841797, -0.478821, 0.0490112,0.112222, 0.0688889, 0.0
174,17:17:40,121.812, 6.25, -153.625,0.225403, -0.849731, -0.472656, 0.0612183,-0.0144444, -0.0244444, 0.15
175,17:18:40,120.187, 8.0, -153.0,0.236572, -0.841003, -0.483643, 0.0532227,0.00111111, -0.0955555, -0.0333333
176,17:19:40,120.187, 10.3125, -152.063,0.252502, -0.838318, -0.481689, 0.0380859,-0.0366667, -0.0288889, 0.0711111
177,17:20:40,113.563, 17.625, -150.563,0.291504, -0.800537, -0.523621, 0.000732422,-0.0188889, 0.06, -0.0155556
178,17:21:40,115.125, 24.25, -146.875,0.341309, -0.793152, -0.502563, -0.0426025,-0.0344444, 0.0133333, 0.161111
179,17:22:40,113.5, 30.3125, -146.5,0.36377, -0.775818, -0.508057, -0.0872803,-0.0322222, -0.00888889, -0.00666667
180,17:23:40,115.5, 28.4375, -150.5,0.329895, -0.794617, -0.501282, -0.092041,0.0388889, 0.127778, -0.0155556
181,17:24:40,120.438, 25.8125, -150.938,0.315613, -0.820374, -0.468994, -0.0859985,0.0255556, 0.113333, -0.0133333
182,17:25:40,121.0, 29.6875, -151.812,0.31958, -0.817871, -0.462585, -0.122314,0.0188889, 0.0, -0.00222222
183,17:26:40,121.375, 33.4375, -149.625,0.343811, -0.808594, -0.453857, -0.148132,-0.0655555, 0.0, -0.0511111
184,17:27:40,118.562, 33.0, -153.062,0.323547, -0.803589, -0.477356, -0.147156,0.0411111, 0.0911111, -0.0155556
185,17:28:40,118.375, 31.625, -158.375,0.28418, -0.812866, -0.484741, -0.153442,-0.00111111, -0.0577778, 0.0844444
186,17:29:40,124.875, 29.625, -150.375,0.3255, -0.83075, -0.432861, -0.12854,-0.0233333, 0.113333, 0.104444
187,17:30:40,127.937, 32.8125, -142.562,0.381348, -0.820618, -0.400513, -0.144043,0.00555556, 0.0777778, 0.115556
188,17:31:40,130.062, 35.75, -136.0,0.425659, -0.80658, -0.375793, -0.164612,0.0588889, 0.0311111, -0.0444444
189,17:32:40,126.625, 39.1875, -138.187,0.419006, -0.794067, -0.398438, -0.187378,-0.0877778, -0.08, 0.0333333
190,17:33:40,127.625, 43.9375, -132.938,0.451111, -0.774475, -0.381104, -0.22699,0.05, 0.00888889, -0.00222222
191,17:34:40,148.75, 47.875, -136.75,0.440796, -0.75531, -0.416565, -0.248352,-0.0477778, 0.0577778, -0.06
192,17:35:40,153.125, 50.8125, -134.938,0.448425, -0.74762, -0.405273, -0.275269,0.0722222, 0.00666667, 0.0355556
193,17:36:40,157.625, 53.3125, -138.187,0.437683, -0.737488, -0.422607, -0.293274,-0.114444, -0.00888889, 0.122222
194,17:37:40,162.25, 51.6875, -144.062,0.402954, -0.757996, -0.420044, -0.294312,0.00777778, 0.0244444, 0.0111111
195,17:38:40,156.0, 50.0, -138.563,0.426758, -0.760254, -0.403748, -0.277222,0.126667, 0.0355556, -0.00222222
196,17:39:40,155.125, 49.125, -135.187,0.436157, -0.768738, -0.375916, -0.278503,0.0522222, 0.0, 0.0288889
197,17:40:40,154.063, 48.125, -135.938,0.432129, -0.772644, -0.378357, -0.270447,-0.01, -0.108889, -0.0955555
198,17:41:40,160.062, 55.6875, -133.0,0.454163, -0.731384, -0.396606, -0.318542,-0.0344444, -0.0244444, 0.145556
199,17:42:40,158.0, 57.0625, -122.062,0.494202, -0.713745, -0.367432, -0.333679,0.0611111, 0.0888889, -0.06
200,17:43:40,165.188, 59.8125, -118.437,0.488708, -0.71106, -0.337219, -0.376587,0.0522222, 0.0733333, -0.0333333
201,17:44:40,164.812, 62.1875, -111.25,0.511658, -0.684326, -0.340942, -0.392029,-0.0344444, 0.0266667, -0.122222
202,17:45:40,171.562, 66.0, -104.75,0.506714, -0.668335, -0.324768, -0.437256,-0.0344444, -0.0533333, 0.00222222
203,17:46:40,167.5, 62.75, -101.688,0.524963, -0.672607, -0.306641, -0.421936,-0.0322222, 0.0488889, 0.00666667
204,17:47:40,158.0, 56.5625, -101.125,0.554016, -0.684753, -0.291199, -0.373413,-0.0522222, -0.0577778, 0.125556
205,17:48:40,160.938, 59.25, -88.125,0.580383, -0.641479, -0.283325, -0.41394,0.0122222, -0.0377778, -0.0177778
206,17:49:40,160.875, 58.125, -83.3125,0.593018, -0.631165, -0.266846, -0.422852,0.0477778, -0.0288889, -0.152222
207,17:50:40,159.812, 58.0, -70.3125,0.629333, -0.582764, -0.267212, -0.439209,0.135556, -0.04, -0.0511111
208,17:51:40,166.625, 61.9375, -60.25,0.615906, -0.552795, -0.27948, -0.486816,0.0188889, 0.0777778, 0.0355556
209,17:52:40,169.313, 61.0, -59.0,0.608337, -0.555542, -0.258606, -0.504456,-0.0344444, -0.0577778, -0.0488889
