id;time;Euler1;Euler2;Euler3;SysCal;GyroCal;AccCal;MagCal;Max;;;
408;01.13.44;147,94;-0,38;-3,25;3;3;3;3;;;;
409;01.14.44;147,94;-0,38;-3,25;3;3;3;3;;;;
410;01.15.45;147,94;-0,38;-3,25;3;3;3;3;;;;
411;01.16.44;147,94;-0,38;-3,25;3;3;3;3;;;;
412;01.17.44;147,94;-0,38;-3,25;3;3;3;3;;;;
413;01.18.45;147,94;-0,38;-3,25;3;3;3;3;;;;
414;01.19.44;147,94;-0,38;-3,25;3;3;3;3;;;;
415;01.20.45;147,94;-0,38;-3,25;3;3;3;3;;;;
416;01.21.45;147,94;-0,38;-3,25;3;3;3;3;;;;
417;01.22.45;147,94;-0,38;-3,25;3;3;3;3;;;;
418;01.23.44;147,94;-0,38;-3,25;3;3;3;3;;;;
419;01.24.45;147,94;-0,38;-3,25;3;3;3;3;;;;
420;01.25.45;147,94;-0,38;-3,25;3;3;3;3;;;;
421;01.26.44;147,94;-0,38;-3,25;3;3;3;3;;;;
422;01.27.45;147,94;-0,38;-3,25;3;3;3;3;;;;
423;01.28.45;147,94;-0,38;-3,25;3;3;3;3;;;;
424;01.29.45;147,94;-0,38;-3,25;3;3;3;3;;;;
425;01.30.45;147,94;-0,38;-3,25;3;3;3;3;;;;
426;01.31.45;147,94;-0,38;-3,25;3;3;3;3;;;;
427;01.32.45;147,94;-0,38;-3,25;3;3;3;3;;;;
428;01.33.45;147,94;-0,38;-3,25;3;3;3;3;;;;
429;01.34.45;147,94;-0,38;-3,25;3;3;3;3;;;;
430;01.35.45;147,94;-0,38;-3,25;3;3;3;3;;;;
431;01.36.45;147,94;-0,38;-3,25;3;3;3;3;;;;
432;01.37.45;147,94;-0,38;-3,25;3;3;3;3;;;;
433;01.38.45;147,94;-0,38;-3,25;3;3;3;3;;;;
434;01.39.45;147,94;-0,38;-3,25;3;3;3;3;;;;
435;01.40.45;147,94;-0,38;-3,25;3;3;3;3;;;;
436;01.41.45;147,94;-0,38;-3,25;3;3;3;3;;;;
437;01.42.45;147,94;-0,38;-3,25;3;3;3;3;;;;
438;01.43.45;147,94;-0,38;-3,25;3;3;3;3;;;;
439;01.44.45;147,88;-0,38;-3,25;3;3;3;3;;;;
440;01.45.45;148,19;-0,38;-3,25;3;3;3;3;;;;
441;01.46.45;148,19;-0,38;-3,25;3;3;3;3;;;;
442;01.47.45;148,19;-0,38;-3,25;3;3;3;3;;;;
443;01.48.45;148,19;-0,38;-3,25;3;3;3;3;;;;
444;01.49.45;148,19;-0,38;-3,25;3;3;3;3;;;;
445;01.50.45;148,19;-0,38;-3,25;3;3;3;3;;;;
446;01.51.45;148,19;-0,38;-3,25;3;3;3;3;;;;
447;01.52.45;148,19;-0,38;-3,25;3;3;3;3;;;;
448;01.53.45;148,19;-0,38;-3,25;3;3;3;3;;;;
449;01.54.45;148,19;-0,38;-3,25;3;3;3;3;;;;
450;01.55.45;148,19;-0,38;-3,25;3;3;3;3;;;;
451;01.56.45;148,19;-0,38;-3,25;3;3;3;3;;;;
452;01.57.45;148,19;-0,38;-3,25;3;3;3;3;;;;
453;01.58.45;148,19;-0,38;-3,25;3;3;3;3;;;;
454;01.59.45;148,19;-0,38;-3,25;3;3;3;3;;;;
455;02.00.45;148,19;-0,38;-3,25;3;3;3;3;;;;
456;02.01.45;148,19;-0,38;-3,25;3;3;3;3;;;;
457;02.02.45;148,19;-0,38;-3,25;3;3;3;3;;;;
458;02.03.45;148,19;-0,38;-3,25;3;3;3;3;;;;
459;02.04.45;148,19;-0,38;-3,25;3;3;3;3;;;;
460;02.05.45;148,19;-0,38;-3,25;3;3;3;3;;;;
461;02.06.45;148,19;-0,38;-3,25;3;3;3;3;;;;
462;02.07.45;148,19;-0,38;-3,25;3;3;3;3;;;;
463;02.08.45;148,19;-0,38;-3,25;3;3;3;3;;;;
464;02.09.45;148,19;-0,38;-3,25;3;3;3;3;;;;
465;02.10.45;148,19;-0,38;-3,25;3;3;3;3;;;;
466;02.11.45;148,19;-0,38;-3,25;3;3;3;3;;;;
467;02.12.45;148,19;-0,38;-3,25;3;3;3;3;;;;
468;02.13.45;148,19;-0,38;-3,25;3;3;3;3;;;;
469;02.14.45;148,19;-0,38;-3,25;3;3;3;3;;;;
470;02.15.45;148,19;-0,38;-3,25;3;3;3;3;;;;
471;02.16.45;148,19;-0,38;-3,25;3;3;3;3;;;;
472;02.17.45;148,19;-0,38;-3,25;3;3;3;3;;;;
473;02.18.45;148,19;-0,38;-3,25;3;3;3;3;;;;
474;02.19.45;148,19;-0,38;-3,25;3;3;3;3;;;;
475;02.20.45;148,19;-0,38;-3,25;3;3;3;3;;;;
476;02.21.45;148,19;-0,38;-3,25;3;3;3;3;;;;
477;02.22.45;148,19;-0,38;-3,25;3;3;3;3;;;;
478;02.23.45;148,19;-0,38;-3,25;3;3;3;3;;;;
479;02.24.45;148,19;-0,38;-3,25;3;3;3;3;;;;
480;02.25.45;148,19;-0,38;-3,25;3;3;3;3;;;;
481;02.26.45;148,19;-0,38;-3,25;3;3;3;3;;;;
482;02.27.45;148,19;-0,38;-3,25;3;3;3;3;;;;
483;02.28.45;148,19;-0,38;-3,25;3;3;3;3;;;;
484;02.29.45;148,19;-0,38;-3,25;3;3;3;3;;;;
485;02.30.45;148,19;-0,38;-3,25;3;3;3;3;;;;
486;02.31.45;148,12;-0,38;-3,25;3;3;3;3;;;;
487;02.32.45;148,12;-0,38;-3,25;3;3;3;3;;;;
488;02.33.45;148,12;-0,38;-3,25;3;3;3;3;;;;
489;02.34.45;148,12;-0,38;-3,25;3;3;3;3;;;;
490;02.35.45;148,12;-0,38;-3,25;3;3;3;3;;;;
491;02.36.45;148,12;-0,38;-3,25;3;3;3;3;;;;
492;02.37.45;148,12;-0,38;-3,25;3;3;3;3;;;;
493;02.38.45;148,12;-0,38;-3,25;3;3;3;3;;;;
494;02.39.45;148,12;-0,38;-3,25;3;3;3;3;;;;
495;02.40.45;148,12;-0,38;-3,25;3;3;3;3;;;;
496;02.41.45;148,12;-0,38;-3,25;3;3;3;3;;;;
497;02.42.45;148,12;-0,38;-3,25;3;3;3;3;;;;
498;02.43.45;148,12;-0,38;-3,25;3;3;3;3;;;;
499;02.44.45;148,12;-0,38;-3,25;3;3;3;3;;;;
500;02.45.45;148,12;-0,38;-3,25;3;3;3;3;;;;
501;02.46.45;148,12;-0,38;-3,25;3;3;3;3;;;;
502;02.47.45;148,12;-0,38;-3,25;3;3;3;3;;;;
503;02.48.45;148,12;-0,38;-3,25;3;3;3;3;;;;
504;02.49.45;148,12;-0,38;-3,25;3;3;3;3;;;;
505;02.50.45;148,12;-0,38;-3,25;3;3;3;3;;;;
506;02.51.45;148,12;-0,38;-3,25;3;3;3;3;;;;
507;02.52.45;148,12;-0,38;-3,25;3;3;3;3;;;;
508;02.53.45;148,12;-0,38;-3,25;3;3;3;3;;;;
509;02.54.45;148,12;-0,38;-3,25;3;3;3;3;;;;
510;02.55.45;148,12;-0,38;-3,25;3;3;3;3;;;;
511;02.56.45;148,12;-0,38;-3,25;3;3;3;3;;;;
512;02.57.45;148,12;-0,38;-3,25;3;3;3;3;;;;
513;02.58.45;148,12;-0,38;-3,25;3;3;3;3;;;;
514;02.59.45;148,12;-0,38;-3,25;3;3;3;3;;;;
515;03.00.45;148,12;-0,38;-3,25;3;3;3;3;;;;
516;03.01.45;148,12;-0,38;-3,25;3;3;3;3;;;;
517;03.02.45;148,12;-0,38;-3,25;3;3;3;3;;;;
518;03.03.45;148,12;-0,38;-3,25;3;3;3;3;;;;
519;03.04.45;148,12;-0,38;-3,25;3;3;3;3;;;;
520;03.05.45;148,12;-0,38;-3,25;3;3;3;3;;;;
521;03.06.45;148,12;-0,38;-3,25;3;3;3;3;;;;
522;03.07.45;148,12;-0,38;-3,25;3;3;3;3;;;;
523;03.08.45;148,12;-0,38;-3,25;3;3;3;3;;;;
524;03.09.45;148,12;-0,38;-3,25;3;3;3;3;;;;
525;03.10.45;148,12;-0,38;-3,25;3;3;3;3;;;;
526;03.11.45;148,12;-0,38;-3,25;3;3;3;3;;;;
527;03.12.45;148,12;-0,38;-3,25;3;3;3;3;;;;
528;03.13.45;148,12;-0,38;-3,25;3;3;3;3;;;;
529;03.14.45;148,12;-0,38;-3,25;3;3;3;3;;;;
530;03.15.45;148,12;-0,38;-3,25;3;3;3;3;;;;
531;03.16.45;148,12;-0,38;-3,25;3;3;3;3;;;;
532;03.17.45;148,12;-0,38;-3,25;3;3;3;3;;;;
533;03.18.45;148,12;-0,38;-3,25;3;3;3;3;;;;
534;03.19.45;148,12;-0,38;-3,25;3;3;3;3;;;;
535;03.20.45;148,12;-0,38;-3,25;3;3;3;3;;;;
536;03.21.45;148,12;-0,38;-3,25;3;3;3;3;;;;
537;03.22.45;148,12;-0,38;-3,25;3;3;3;3;;;;
538;03.23.45;148,12;-0,38;-3,25;3;3;3;3;;;;
539;03.24.45;148,12;-0,38;-3,25;3;3;3;3;;;;
540;03.25.45;148;-0,38;-3,25;3;3;3;3;;;;
541;03.26.45;148;-0,38;-3,25;3;3;3;3;;;;
542;03.27.45;148;-0,38;-3,25;3;3;3;3;;;;
543;03.28.45;148;-0,38;-3,25;3;3;3;3;;;;
544;03.29.45;148;-0,38;-3,25;3;3;3;3;;;;
545;03.30.45;148;-0,38;-3,25;3;3;3;3;;;;
546;03.31.45;148;-0,38;-3,25;3;3;3;3;;;;
547;03.32.45;148;-0,38;-3,25;3;3;3;3;;;;
548;03.33.46;148;-0,38;-3,25;3;3;3;3;;;;
549;03.34.45;148;-0,38;-3,25;3;3;3;3;;;;
550;03.35.45;148;-0,38;-3,25;3;3;3;3;;;;
551;03.36.45;148;-0,38;-3,25;3;3;3;3;;;;
552;03.37.46;148;-0,38;-3,25;3;3;3;3;;;;
553;03.38.45;148;-0,38;-3,25;3;3;3;3;;;;
554;03.39.45;148;-0,38;-3,25;3;3;3;3;;;;
555;03.40.46;148;-0,38;-3,25;3;3;3;3;;;;
556;03.41.45;148;-0,38;-3,25;3;3;3;3;;;;
557;03.42.45;148;-0,38;-3,25;3;3;3;3;;;;
558;03.43.46;148;-0,38;-3,25;3;3;3;3;;;;
559;03.44.45;148;-0,38;-3,25;3;3;3;3;;;;
560;03.45.45;148;-0,38;-3,25;3;3;3;3;;;;
561;03.46.46;148;-0,38;-3,25;3;3;3;3;;;;
562;03.47.46;148;-0,38;-3,25;3;3;3;3;;;;
563;03.48.45;148;-0,38;-3,25;3;3;3;3;;;;
564;03.49.46;148;-0,38;-3,25;3;3;3;3;;;;
565;03.50.46;148;-0,38;-3,25;3;3;3;3;;;;
566;03.51.45;148;-0,38;-3,25;3;3;3;3;;;;
567;03.52.46;148;-0,38;-3,25;3;3;3;3;;;;
568;03.53.46;148;-0,38;-3,25;3;3;3;3;;;;
569;03.54.46;148;-0,38;-3,25;3;3;3;3;;;;
570;03.55.46;148;-0,38;-3,25;3;3;3;3;;;;
571;03.56.46;148;-0,38;-3,25;3;3;3;3;;;;
572;03.57.46;148;-0,38;-3,25;3;3;3;3;;;;
573;03.58.46;148;-0,38;-3,25;3;3;3;3;;;;
574;03.59.46;148;-0,38;-3,25;3;3;3;3;;;;
575;04.00.46;148;-0,38;-3,25;3;3;3;3;;;;
576;04.01.46;148;-0,38;-3,25;3;3;3;3;;;;
577;04.02.46;148;-0,38;-3,25;3;3;3;3;;;;
578;04.03.46;148;-0,38;-3,25;3;3;3;3;;;;
579;04.04.46;148;-0,38;-3,25;3;3;3;3;;;;
580;04.05.46;148;-0,38;-3,25;3;3;3;3;;;;
581;04.06.46;148;-0,38;-3,25;3;3;3;3;;;;
582;04.07.46;148;-0,38;-3,25;3;3;3;3;;;;
583;04.08.46;148;-0,38;-3,25;3;3;3;3;;;;
584;04.09.46;148;-0,38;-3,25;3;3;3;3;;;;
585;04.10.46;148;-0,38;-3,25;3;3;3;3;;;;
586;04.11.46;148;-0,38;-3,25;3;3;3;3;;;;
587;04.12.46;148;-0,38;-3,25;3;3;3;3;;;;
588;04.13.46;148;-0,38;-3,25;3;3;3;3;;;;
589;04.14.46;148;-0,38;-3,25;3;3;3;3;;;;
590;04.15.46;148;-0,38;-3,25;3;3;3;3;;;;
591;04.16.46;148;-0,38;-3,25;3;3;3;3;;;;
592;04.17.46;148;-0,38;-3,25;3;3;3;3;;;;
593;04.18.46;148;-0,38;-3,25;3;3;3;3;;;;
594;04.19.46;148;-0,38;-3,25;3;3;3;3;;;;
595;04.20.46;147,75;-0,38;-3,25;3;3;3;3;;;;
596;04.21.46;147,75;-0,38;-3,25;3;3;3;3;;;;
597;04.22.46;147,75;-0,38;-3,25;3;3;3;3;;;;
598;04.23.46;147,75;-0,38;-3,25;3;3;3;3;;;;
599;04.24.46;147,75;-0,38;-3,25;3;3;3;3;;;;
600;04.25.46;147,75;-0,38;-3,25;3;3;3;3;;;;
601;04.26.46;147,75;-0,38;-3,25;3;3;3;3;;;;
602;04.27.46;147,75;-0,38;-3,25;3;3;3;3;;;;
603;04.28.46;147,75;-0,38;-3,25;3;3;3;3;;;;
604;04.29.46;147,75;-0,38;-3,25;3;3;3;3;;;;
605;04.30.46;147,75;-0,38;-3,25;3;3;3;3;;;;
606;04.31.46;147,75;-0,38;-3,25;3;3;3;3;;;;
607;04.32.46;147,75;-0,38;-3,25;3;3;3;3;;;;
608;04.33.46;147,75;-0,38;-3,25;3;3;3;3;;;;
609;04.34.46;147,75;-0,38;-3,25;3;3;3;3;;;;
610;04.35.46;147,75;-0,38;-3,25;3;3;3;3;;;;
611;04.36.46;147,75;-0,38;-3,25;3;3;3;3;;;;
612;04.37.46;147,75;-0,38;-3,25;3;3;3;3;;;;
613;04.38.46;147,75;-0,38;-3,25;3;3;3;3;;;;
614;04.39.46;147,75;-0,38;-3,25;3;3;3;3;;;;
615;04.40.46;147,75;-0,38;-3,25;3;3;3;3;;;;
616;04.41.46;147,75;-0,38;-3,25;3;3;3;3;;;;
617;04.42.46;147,75;-0,38;-3,25;3;3;3;3;;;;
618;04.43.46;147,75;-0,38;-3,25;3;3;3;3;;;;
619;04.44.46;147,75;-0,38;-3,25;3;3;3;3;;;;
620;04.45.46;147,75;-0,38;-3,25;3;3;3;3;;;;
621;04.46.46;147,75;-0,38;-3,25;3;3;3;3;;;;
622;04.47.46;147,75;-0,38;-3,25;3;3;3;3;;;;
623;04.48.46;147,75;-0,38;-3,25;3;3;3;3;;;;
624;04.49.46;147,75;-0,38;-3,25;3;3;3;3;;;;
625;04.50.46;147,75;-0,38;-3,25;3;3;3;3;;;;
626;04.51.46;147,75;-0,38;-3,25;3;3;3;3;;;;
627;04.52.46;147,75;-0,38;-3,25;3;3;3;3;;;;
628;04.53.46;147,75;-0,38;-3,25;3;3;3;3;;;;
629;04.54.46;147,75;-0,38;-3,25;3;3;3;3;;;;
630;04.55.46;147,75;-0,38;-3,25;3;3;3;3;;;;
631;04.56.46;147,75;-0,38;-3,25;3;3;3;3;;;;
632;04.57.46;147,75;-0,38;-3,25;3;3;3;3;;;;
633;04.58.46;147,75;-0,38;-3,25;3;3;3;3;;;;
634;04.59.46;147,75;-0,38;-3,25;3;3;3;3;;;;
635;05.00.46;147,75;-0,38;-3,25;3;3;3;3;;;;
636;05.01.46;147,75;-0,38;-3,25;3;3;3;3;;;;
637;05.02.46;147,75;-0,38;-3,25;3;3;3;3;;;;
638;05.03.46;147,75;-0,38;-3,25;3;3;3;3;;;;
639;05.04.46;147,75;-0,38;-3,25;3;3;3;3;;;;
640;05.05.46;147,75;-0,38;-3,25;3;3;3;3;;;;
641;05.06.46;147,75;-0,38;-3,25;3;3;3;3;;;;
642;05.07.46;147,75;-0,38;-3,25;3;3;3;3;;;;
643;05.08.46;147,75;-0,38;-3,25;3;3;3;3;;;;
644;05.09.46;147,75;-0,38;-3,25;3;3;3;3;;;;
645;05.10.46;147,75;-0,38;-3,25;3;3;3;3;;;;
646;05.11.46;147,75;-0,38;-3,25;3;3;3;3;;;;
647;05.12.46;147,75;-0,38;-3,25;3;3;3;3;;;;
648;05.13.46;147,75;-0,38;-3,25;3;3;3;3;;;;
649;05.14.46;147,75;-0,38;-3,25;3;3;3;3;;;;
650;05.15.46;148,19;-0,38;-3,25;3;3;3;3;;;;
651;05.16.46;148,19;-0,38;-3,25;3;3;3;3;;;;
652;05.17.46;148,19;-0,38;-3,25;3;3;3;3;;;;
653;05.18.46;148,19;-0,38;-3,25;3;3;3;3;;;;
654;05.19.46;148,19;-0,38;-3,25;3;3;3;3;;;;
655;05.20.46;148,19;-0,38;-3,25;3;3;3;3;;;;
656;05.21.46;148,19;-0,38;-3,25;3;3;3;3;;;;
657;05.22.46;148,19;-0,38;-3,25;3;3;3;3;;;;
658;05.23.46;148,19;-0,38;-3,25;3;3;3;3;;;;
659;05.24.46;148,19;-0,38;-3,25;3;3;3;3;;;;
660;05.25.46;148,19;-0,38;-3,25;3;3;3;3;;;;
661;05.26.46;148,19;-0,38;-3,25;3;3;3;3;;;;
662;05.27.46;148,19;-0,38;-3,25;3;3;3;3;;;;
663;05.28.46;148,19;-0,38;-3,25;3;3;3;3;;;;
664;05.29.46;148,19;-0,38;-3,25;3;3;3;3;;;;
665;05.30.46;148,19;-0,38;-3,25;3;3;3;3;;;;
666;05.31.46;148,19;-0,38;-3,25;3;3;3;3;;;;
667;05.32.46;148,19;-0,38;-3,25;3;3;3;3;;;;
668;05.33.46;148,19;-0,38;-3,25;3;3;3;3;;;;
669;05.34.46;148,19;-0,38;-3,25;3;3;3;3;;;;
670;05.35.46;148,19;-0,38;-3,25;3;3;3;3;;;;
671;05.36.46;148,19;-0,38;-3,25;3;3;3;3;;;;
672;05.37.46;148,19;-0,38;-3,25;3;3;3;3;;;;
673;05.38.46;148,19;-0,38;-3,25;3;3;3;3;;;;
674;05.39.46;148,19;-0,38;-3,25;3;3;3;3;;;;
675;05.40.46;148,19;-0,38;-3,25;3;3;3;3;;;;
676;05.41.46;148,19;-0,38;-3,25;3;3;3;3;;;;
677;05.42.46;148,19;-0,38;-3,25;3;3;3;3;;;;
678;05.43.46;148,19;-0,38;-3,25;3;3;3;3;;;;
679;05.44.46;148,19;-0,38;-3,25;3;3;3;3;;;;
680;05.45.46;148,19;-0,38;-3,25;3;3;3;3;;;;
681;05.46.46;148,19;-0,38;-3,25;3;3;3;3;;;;
682;05.47.46;148,19;-0,38;-3,25;3;3;3;3;;;;
683;05.48.46;148,19;-0,38;-3,25;3;3;3;3;;;;
684;05.49.46;148,19;-0,38;-3,25;3;3;3;3;;;;
685;05.50.46;148,19;-0,38;-3,25;3;3;3;3;;;;
686;05.51.46;148,19;-0,38;-3,25;3;3;3;3;;;;
687;05.52.46;148,19;-0,38;-3,25;3;3;3;3;;;;
688;05.53.46;148,19;-0,38;-3,25;3;3;3;3;;;;
689;05.54.46;148,19;-0,38;-3,25;3;3;3;3;;;;
690;05.55.46;148,19;-0,38;-3,25;3;3;3;3;;;;
691;05.56.46;148,19;-0,38;-3,25;3;3;3;3;;;;
692;05.57.46;148,19;-0,38;-3,25;3;3;3;3;;;;
693;05.58.46;148,19;-0,38;-3,25;3;3;3;3;;;;
694;05.59.46;148,19;-0,38;-3,25;3;3;3;3;;;;
695;06.00.46;148,19;-0,38;-3,25;3;3;3;3;;;;
696;06.01.46;148,19;-0,38;-3,25;3;3;3;3;;;;
697;06.02.46;148,19;-0,38;-3,25;3;3;3;3;;;;
698;06.03.46;148,19;-0,38;-3,25;3;3;3;3;;;;
699;06.04.46;148,19;-0,38;-3,25;3;3;3;3;;;;
700;06.05.46;148,19;-0,38;-3,25;3;3;3;3;;;;
701;06.06.46;148,19;-0,38;-3,25;3;3;3;3;;;;
702;06.07.46;148,19;-0,38;-3,25;3;3;3;3;;;;
703;06.08.46;148,19;-0,38;-3,25;3;3;3;3;;;;
704;06.09.46;148,19;-0,38;-3,25;3;3;3;3;;;;
705;06.10.47;148,31;-0,38;-3,25;3;3;3;3;;;;
706;06.11.46;148,31;-0,38;-3,25;3;3;3;3;;;;
707;06.12.46;148,31;-0,38;-3,25;3;3;3;3;;;;
708;06.13.46;148,31;-0,38;-3,25;3;3;3;3;;;;
709;06.14.47;148,31;-0,38;-3,25;3;3;3;3;;;;
710;06.15.46;148,31;-0,38;-3,25;3;3;3;3;;;;
711;06.16.47;148,31;-0,38;-3,25;3;3;3;3;;;;
712;06.17.47;148,31;-0,38;-3,25;3;3;3;3;;;;
713;06.18.47;148,31;-0,38;-3,25;3;3;3;3;;;;
714;06.19.46;148,31;-0,38;-3,25;3;3;3;3;;;;
715;06.20.47;148,31;-0,38;-3,25;3;3;3;3;;;;
716;06.21.47;148,31;-0,38;-3,25;3;3;3;3;;;;
717;06.22.47;148,31;-0,38;-3,25;3;3;3;3;;;;
718;06.23.47;148,31;-0,38;-3,25;3;3;3;3;;;;
719;06.24.47;148,31;-0,38;-3,25;3;3;3;3;;;;
720;06.25.47;148,31;-0,38;-3,25;3;3;3;3;;;;
721;06.26.47;148,31;-0,38;-3,25;3;3;3;3;;;;
722;06.27.47;148,31;-0,38;-3,25;3;3;3;3;;;;
723;06.28.47;148,31;-0,38;-3,25;3;3;3;3;;;;
724;06.29.47;148,31;-0,38;-3,25;3;3;3;3;;;;
725;06.30.47;148,31;-0,38;-3,25;3;3;3;3;;;;
726;06.31.47;148,31;-0,38;-3,25;3;3;3;3;;;;
727;06.32.47;148,31;-0,38;-3,25;3;3;3;3;;;;
728;06.33.47;148,31;-0,38;-3,25;3;3;3;3;;;;
729;06.34.47;148,31;-0,38;-3,25;3;3;3;3;;;;
730;06.35.47;148,31;-0,38;-3,25;3;3;3;3;;;;
731;06.36.47;148,31;-0,38;-3,25;3;3;3;3;;;;
732;06.37.47;148,31;-0,38;-3,25;3;3;3;3;;;;
733;06.38.47;148,31;-0,38;-3,25;3;3;3;3;;;;
734;06.39.47;148,31;-0,38;-3,25;3;3;3;3;;;;
735;06.40.47;148,31;-0,38;-3,25;3;3;3;3;;;;
736;06.41.47;148,31;-0,38;-3,25;3;3;3;3;;;;
737;06.42.47;148,31;-0,38;-3,25;3;3;3;3;;;;
738;06.43.47;148,31;-0,38;-3,25;3;3;3;3;;;;
739;06.44.47;148,31;-0,38;-3,25;3;3;3;3;;;;
740;06.45.47;148,31;-0,38;-3,25;3;3;3;3;;;;
741;06.46.47;148,31;-0,38;-3,25;3;3;3;3;;;;
742;06.47.47;148,31;-0,38;-3,25;3;3;3;3;;;;
743;06.48.47;148,31;-0,38;-3,25;3;3;3;3;;;;
744;06.49.47;148,31;-0,38;-3,25;3;3;3;3;;;;
745;06.50.47;148,31;-0,38;-3,25;3;3;3;3;;;;
746;06.51.47;148,31;-0,38;-3,25;3;3;3;3;;;;
747;06.52.47;148,31;-0,38;-3,25;3;3;3;3;;;;
748;06.53.47;148,31;-0,38;-3,25;3;3;3;3;;;;
749;06.54.47;148,31;-0,38;-3,25;3;3;3;3;;;;
750;06.55.47;148,31;-0,38;-3,25;3;3;3;3;;;;
751;06.56.47;148,31;-0,38;-3,25;3;3;3;3;;;;
752;06.57.47;148,31;-0,38;-3,25;3;3;3;3;;;;
753;06.58.47;148,31;-0,38;-3,25;3;3;3;3;;;;
754;06.59.47;148,31;-0,38;-3,25;3;3;3;3;;;;
755;07.00.47;148,31;-0,38;-3,25;3;3;3;3;;;;
756;07.01.47;148,31;-0,38;-3,25;3;3;3;3;;;;
757;07.02.47;148,31;-0,38;-3,25;3;3;3;3;;;;
758;07.03.47;148,31;-0,38;-3,25;3;3;3;3;;;;
759;07.04.47;148,31;-0,38;-3,25;3;3;3;3;;;;
760;07.05.47;148,56;-0,38;-3,25;3;3;3;3;;;;
761;07.06.47;148,56;-0,38;-3,25;3;3;3;3;;;;
762;07.07.47;148,56;-0,38;-3,25;3;3;3;3;;;;
