id;time;Euler1;Euler2;Euler3;Quat1;Quat2;Quat3;Quat4;Gyro1;Gyro2;Gyro3
165;02.44.55;256,75;-19,25;-64,75;0,7995;-0,428711;0,339478;-0,248535;-0,103333;-0,108889;0,0877778
166;02.45.55;248,563;-18;-66,25;0,80365;-0,459473;0,313171;-0,211975;-0,00111111;0,0222222;0,114444
167;02.46.55;247,062;-18,625;-69,625;0,791626;-0,48291;0,320251;-0,193848;-0,0411111;0,0511111;-0,0522222
168;02.47.55;254,312;-19,25;-67,75;0,789795;-0,451904;0,342651;-0,233643;-0,0255556;0,0222222;0,146667
169;02.48.55;253,688;-18,875;-68,1875;0,787598;-0,455872;0,341675;-0,234741;0,0344444;0,0177778;-0,107778
170;02.49.55;254,125;-21,6875;-72,8125;0,772888;-0,480347;0,363647;-0,199219;-0,00333333;0,108889;0,0744444
171;02.50.55;244;-17,0625;-74,1875;0,769165;-0,515808;0,322327;-0,196106;-0,00555556;0;0,00111111
172;02.51.55;246,062;-19,75;-80,1875;0,742065;-0,543091;0,353394;-0,171631;0,0522222;-0,00888889;-0,0588889
173;02.52.55;259,187;-25,8125;-78,75;0,745605;-0,494629;0,410034;-0,176758;-0,0566667;0,0288889;0,112222
174;02.53.55;258,312;-33;-77,4375;0,76532;-0,495728;0,403809;-0,0740356;-0,0277778;-0,0111111;-0,0966667
175;02.54.55;255,062;-34,875;-79,9375;0,75531;-0,519043;0,398987;-0,0296021;-0,0744444;-0,0466667;-0,00333333
176;02.55.55;260,375;-36,5;-80,6875;0,750732;-0,503479;0,425415;-0,043457;0,128889;-0,0977778;-0,03
177;02.56.55;265,375;-40,25;-77,4375;0,762939;-0,474792;0,43811;-0,0234985;-0,0677778;-0,04;0,0455555
178;02.57.55;257,187;-38,6875;-81,9375;0,744568;-0,521423;0,416809;0,00549316;-0,0344444;0,00666667;0,14
179;02.58.55;255,562;-37,3125;-77,5;0,76532;-0,508667;0,394348;0,0032959;-0,0144444;-0,06;-0,00555556
180;02.59.55;350,875;-44,25;-77,125;0,75885;-0,493164;0,421143;0,0598755;-0,00111111;0,0422222;-0,0588889
181;03.00.55;256,187;-42,4375;-79,8125;0,748901;-0,519104;0,407043;0,0631714;-0,0544444;-0,0111111;0,0144444
182;03.01.55;253,5;-40;-77,75;0,760498;-0,518555;0,38739;0,0522461;-0,0233333;0,0533333;0,09
183;03.02.55;248,062;-37,75;-75,4375;0,771423;-0,52478;0,354431;0,0628662;0,0411111;0,02;-0,0633333
184;03.03.55;245,75;-41,25;-72,25;0,7724;-0,521423;0,337341;0,133118;0,114444;0,0155556;0,0122222
185;03.04.55;242,188;-46,0625;-72,9375;0,752686;-0,526428;0,348389;0,186951;-0,0366667;-0,0444444;0,116667
186;03.05.55;242,875;-52,5;-66,0625;0,767578;-0,46051;0,406006;0,184021;-0,00555556;0,0511111;-0,166667
187;03.06.55;238,812;-56,125;-66,5;0,75293;-0,457642;0,423706;0,210022;-0,0833333;0,0577778;-0,0211111
188;03.07.55;234,25;-57,5625;-59,8125;0,758179;-0,439636;0,414917;0,244385;-0,0211111;-0,0577778;-0,0477778
189;03.08.55;237,125;-56,4375;-66,25;0,749878;-0,460999;0,419861;0,221069;-0,00555556;0,0288889;-0,00333333
190;03.09.55;232,125;-57,1875;-63,6875;0,745117;-0,464722;0,404419;0,255554;0,00111111;-0,102222;-0,0411111
191;03.10.55;228,813;-57,1875;-63,875;0,736633;-0,477112;0,391296;0,276733;0,0522222;0,0266667;0,09
192;03.11.55;223,937;-57,8125;-58,375;0,735901;-0,467896;0,376587;0,312622;0,0388889;-0,00444444;0,03
193;03.12.55;223;-61;-56,375;0,730591;-0,451294;0,402649;0,317017;0,0677778;0,0177778;-0,0655555
194;03.13.55;214,5;-64,5;-55,8125;0,697449;-0,466553;0,401917;0,366516;0,07;0,0244444;0,0766667
195;03.14.55;216,5;-63,625;-56,5;0,704773;-0,465088;0,40155;0,354675;0,0455555;0,00888889;-0,0344444
196;03.15.55;215,375;-68,375;-59,125;0,685425;-0,458313;0,442139;0,353027;-0,0611111;0,00888889;0,0722222
197;03.16.55;215,125;-69,4375;-50,4375;0,694275;-0,429199;0,45166;0,360168;-0,0255556;-0,0555556;0,0322222
198;03.17.55;222,25;-66,0625;-56,625;0,714905;-0,434509;0,447266;0,316284;0,00555556;0,0555556;0,03
199;03.18.55;221,625;-66,9375;-54;0,715454;-0,424377;0,452759;0,320984;-0,0344444;-0,04;0,0455555
200;03.19.55;212,437;-69,5625;-24,75;0,711243;-0,356812;0,463196;0,390198;0,0277778;0,0777778;-0,0677778
